Bldg Num,Building Name,Abbrev,Address,GSF,Own / Lease,Status,Class,Year,Age,LEED Level,LEED Certification Year,X,Y,,,,,,,,,,,
23,Eggleston Hall - East Wing,EGG E,500 Drillfield Drive,20629,Owned,Active,Building,1940,77,,,37.2290025,-80.4202187,,,,,,,,,,,
22,Eggleston Hall - West Wing,EGG W,410 Drillfield Drive,43529,Owned,Active,Building,1940,77,,,37.2290025,-80.4202187,,,,,,,,,,,
182,War Memorial Gymnasium,GYM,370 Drillfield Drive,200961,Owned,Active,Building,1975,42,,,37.2290025,-80.4202187,,,,,,,,,,,
156,Davidson Hall,DAV,1040 Drillfield Drive,66023,Owned,Active,Building,2014,3,LEED,2016,37.2292432,-80.4205226,,,,,,,,,,,
152,Williams Hall,WMS,890 Drillfield Drive,46848,Owned,Active,Building,1953,64,,,37.2292432,-80.4205226,,,,,,,,,,,
127,Patton Hall,PAT,750 Drillfield Drive,52750,Owned,Active,Building,1929,88,,,37.2292477,-80.4205303,,,,,,,,,,,
176,Burruss Hall,BUR,800 Drillfield Drive,158221,Owned,Active,Building,1936,81,,,37.2292548,-80.420512,,,,,,,,,,,
279,Draper Annex,DRAPA,110 Draper Road Nw,7008,,Terminated,Building,1960,57,,,37.229311,-80.4149952,,,,,,,,,,,
269,Armory,ARMRY,201 Draper Road Nw,9300,Leased,Active,Building,1936,81,,,37.229346,-80.415911,,,,,,,,,,,
0250A,Holtzman Alumni Center,HOLTZ,901 Price'S Fork Road,29203,Owned,Active,Building,2005,12,,,37.2294387,-80.4300126,,,,,,,,,,,
0250B,Skelton Conference Center,SCC,901 Price'S Fork Road,75071,Owned,Active,Building,2005,12,,,37.2294387,-80.4300126,,,,,,,,,,,
0250C,The Inn At Virginia Tech,VTINN,901 Price'S Fork Road,88746,Owned,Active,Building,2005,12,,,37.2294387,-80.4300126,,,,,,,,,,,
174,Torgersen Hall,TORG,620 Drillfield Drive,149651,Owned,Active,Building,2000,17,,,37.2297474,-80.420204,,,,,,,,,,,
2525,Branch Building,BRNCH,215 Draper Road Nw,2200,Leased,Active,Building,0,2017,,,37.229801,-80.4161497,,,,,,,,,,,
451,Jim Walters Home,,1410 Price'S Fork Road,864,,Demolished,Building,1950,67,,,37.2300706,-80.4370441,,,,,,,,,,,
441,Vet Med Research Center,VMED,1410 Price'S Fork Road,11280,Owned,Active,Building,1953,64,,,37.2300706,-80.4370441,,,,,,,,,,,
452,Poultry Virus Holding,PVHB,1410 Price'S Fork Road,718,Owned,Active,Building,1954,63,,,37.2300706,-80.4370441,,,,,,,,,,,
0447B,Virus Holding Building B,VHBB,1410 Price'S Fork Road,1566,Owned,Active,Building,1954,63,,,37.2300706,-80.4370441,,,,,,,,,,,
0440L,Calf Barn With Slate Floor,VM440L,1410 Price'S Fork Road,714,Owned,Active,Structure,1955,62,,,37.2300706,-80.4370441,,,,,,,,,,,
0440A,Cinder Block Chicken House,VM440A,1410 Price'S Fork Road,800,Owned,Active,Structure,1955,62,,,37.2300706,-80.4370441,,,,,,,,,,,
440,Goat Barn,VM0440,1410 Price'S Fork Road,1415,Owned,Active,Building,1955,62,,,37.2300706,-80.4370441,,,,,,,,,,,
438,Poultry Isolation Building,PIB,1410 Price'S Fork Road,994,Owned,Active,Building,1955,62,,,37.2300706,-80.4370441,,,,,,,,,,,
0440K,Reynolds Aluminum Grain Storage,RAGS,1410 Price'S Fork Road,290,Owned,Active,Structure,1955,62,,,37.2300706,-80.4370441,,,,,,,,,,,
0440P,Vet Science Metal Storage Building,,1410 Price'S Fork Road,1200,,Demolished,Structure,1955,62,,,37.2300706,-80.4370441,,,,,,,,,,,
0440B,Wood Storage Building,VM440B,1410 Price'S Fork Road,192,Owned,Active,Structure,1955,62,,,37.2300706,-80.4370441,,,,,,,,,,,
445,Aquatic Medicine Laboratory,AQML,1410 Price'S Fork Road,2236,Owned,Active,Building,1956,61,,,37.2300706,-80.4370441,,,,,,,,,,,
446,Multidiscipline Lab,MDL,1410 Price'S Fork Road,1852,Owned,Active,Building,1956,61,,,37.2300706,-80.4370441,,,,,,,,,,,
0447A,Virus Holding Building A,VHBA,1410 Price'S Fork Road,705,Owned,Active,Building,1956,61,,,37.2300706,-80.4370441,,,,,,,,,,,
0447C,Virus Holding Building C,,1410 Price'S Fork Road,192,,Demolished,Structure,1956,61,,,37.2300706,-80.4370441,,,,,,,,,,,
0447D,Virus Holding Building D,,1410 Price'S Fork Road,192,,Demolished,Structure,1956,61,,,37.2300706,-80.4370441,,,,,,,,,,,
0449A,Virus Holding Building E,,1410 Price'S Fork Road,96,,Demolished,Structure,1956,61,,,37.2300706,-80.4370441,,,,,,,,,,,
447,Virus Isolation Building Number 2,VIB2,1410 Price'S Fork Road,2655,Owned,Active,Building,1956,61,,,37.2300706,-80.4370441,,,,,,,,,,,
448,Virus Isolation Building Number 3,VIB3,1410 Price'S Fork Road,2176,Owned,Active,Building,1956,61,,,37.2300706,-80.4370441,,,,,,,,,,,
449,Virus Isolation Building Number 4,VIB4,1410 Price'S Fork Road,2176,Owned,Active,Building,1956,61,,,37.2300706,-80.4370441,,,,,,,,,,,
442,Poultry Virus Holding A,PVHBA,1410 Price'S Fork Road,858,Owned,Active,Building,1957,60,,,37.2300706,-80.4370441,,,,,,,,,,,
443,Poultry Virus Holding B,PVHBB,1410 Price'S Fork Road,870,Owned,Active,Building,1957,60,,,37.2300706,-80.4370441,,,,,,,,,,,
444,Poultry Virus Holding C,PVHBC,1410 Price'S Fork Road,870,Owned,Active,Building,1957,60,,,37.2300706,-80.4370441,,,,,,,,,,,
0438B,Chicken Coop,,1410 Price'S Fork Road,150,,Demolished,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0438C,Chicken Coop,,1410 Price'S Fork Road,150,,Demolished,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0438D,Chicken Coop,,1410 Price'S Fork Road,150,,Demolished,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0439B,Feeding Pen,,1410 Price'S Fork Road,580,,Demolished,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0440D,Five Chicken Coops,VM440D,1410 Price'S Fork Road,635,Owned,Active,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
439,Hay Drying Shed,VM0439,1410 Price'S Fork Road,1560,Owned,Active,Building,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0439A,Hog Building,VM439A,1410 Price'S Fork Road,640,Owned,Active,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0439C,Holding Building,VM439C,1410 Price'S Fork Road,156,Owned,Active,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0440N,Holding Pen,,1410 Price'S Fork Road,258,,Demolished,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0440M,Holding Pen,,1410 Price'S Fork Road,270,,Demolished,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0446F,Mobile Lab / Office,,1410 Price'S Fork Road,368,,Demolished,Building,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0446E,Mobile Lab / Office,,1410 Price'S Fork Road,368,,Demolished,Building,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0440J,Rabbit Colony,,1410 Price'S Fork Road,300,,Demolished,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0440C,Six Wooden Chicken Rangers,,1410 Price'S Fork Road,1236,,Demolished,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0440H,Solvent Storage,,1410 Price'S Fork Road,200,,Demolished,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0446A,Storage Trailer,,1410 Price'S Fork Road,345,,Sold,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0446B,Storage Trailer,,1410 Price'S Fork Road,345,,Sold,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0446C,Storage Trailer,,1410 Price'S Fork Road,320,,Sold,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0446D,Storage Trailer,,1410 Price'S Fork Road,320,,Sold,Structure,1959,58,,,37.2300706,-80.4370441,,,,,,,,,,,
0450C,Chute Shed,VM450C,1410 Price'S Fork Road,129,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450B,Lane Storage,VM450B,1410 Price'S Fork Road,738,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450D,Run-In Shed Number 1,VM450D,1410 Price'S Fork Road,160,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450N,Run-In Shed Number 10,VM450N,1410 Price'S Fork Road,211,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450E,Run-In Shed Number 3,VM450E,1410 Price'S Fork Road,211,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450F,Run-In Shed Number 4,VM450F,1410 Price'S Fork Road,217,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450G,Run-In Shed Number 5,VM450G,1410 Price'S Fork Road,346,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450H,Run-In Shed Number 6,VM450H,1410 Price'S Fork Road,244,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450J,Run-In Shed Number 7.1,VM450J,1410 Price'S Fork Road,174,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450K,Run-In Shed Number 7.2,VM450K,1410 Price'S Fork Road,362,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450L,Run-In Shed Number 8,VM450L,1410 Price'S Fork Road,208,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450M,Run-In Shed Number 9,VM450M,1410 Price'S Fork Road,149,Owned,Active,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0450A,Seven Storage Buildings,,1410 Price'S Fork Road,955,,Demolished,Structure,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
450,Swine Disease Research,SWRB,1410 Price'S Fork Road,3555,Owned,Active,Building,1967,50,,,37.2300706,-80.4370441,,,,,,,,,,,
0441A,Center For Molecular Medicine And Infectious Diseases,CMMID,1410 Price'S Fork Road,24167,Owned,Active,Building,1970,47,,,37.2300706,-80.4370441,,,,,,,,,,,
135,Satellite Tracking Station,SAT,1410 Price'S Fork Road,854,Owned,Active,Building,1974,43,,,37.2300706,-80.4370441,,,,,,,,,,,
437,Biology Greenhouse [Boat House],,1410 Price'S Fork Road,837,,Demolished,Building,1980,37,,,37.2300706,-80.4370441,,,,,,,,,,,
0135B,Metal Equipment Shed [Maintenance Building],SAT ES,1410 Price'S Fork Road,400,Owned,Active,Building,1982,35,,,37.2300706,-80.4370441,,,,,,,,,,,
0140A,Vet Med Trailer Annex,,1410 Price'S Fork Road,924,,Demolished,Building,1984,33,,,37.2300706,-80.4370441,,,,,,,,,,,
0440Q,Vet Science Storage Building,VM440Q,1410 Price'S Fork Road,1946,Owned,Active,Structure,1987,30,,,37.2300706,-80.4370441,,,,,,,,,,,
0135A,Metal Storage Shed,SAT SS,1410 Price'S Fork Road,585,Owned,Active,Structure,1990,27,,,37.2300706,-80.4370441,,,,,,,,,,,
0270E,Building 270e [Vet. Med. Modular Lab],B270E,1410 Price'S Fork Road,1385,Owned,Active,Building,1991,26,,,37.2300706,-80.4370441,,,,,,,,,,,
0146B,Vet Med Phase 4c [Infectious Disease],VM4C3,1410 Price'S Fork Road,7601,Owned,Active,Building,1995,22,,,37.2300706,-80.4370441,,,,,,,,,,,
0439D,Vet Med Palpation Barn,VM439D,1410 Price'S Fork Road,4000,Owned,Active,Structure,2011,6,,,37.2300706,-80.4370441,,,,,,,,,,,
0440E,Holding Pen,,1410 Price'S Fork Road,0,,Demolished,Structure,0,2017,,,37.2300706,-80.4370441,,,,,,,,,,,
0135C,Office Trailer,,1410 Price'S Fork Road,713,,Terminated,Structure,0,2017,,,37.2300706,-80.4370441,,,,,,,,,,,
0440F,Silo,,1410 Price'S Fork Road,0,,Demolished,Structure,0,2017,,,37.2300706,-80.4370441,,,,,,,,,,,
0135E,Trailer,,1410 Price'S Fork Road,296,,Demolished,Structure,0,2017,,,37.2300706,-80.4370441,,,,,,,,,,,
0135D,Trailer,,1410 Price'S Fork Road,296,,Demolished,Structure,0,2017,,,37.2300706,-80.4370441,,,,,,,,,,,
5,Brodie Hall,BRO,310 Alumni Mall,65037,,Demolished,Building,1957,60,,,37.2301371,-80.4198785,,,,,,,,,,,
3,New Cadet Hall,NCH,310 Alumni Mall,99285,Owned,Active,Building,2017,0,,,37.2301371,-80.4198785,,,,,,,,,,,
179,Henderson Hall,HEND,195 Alumni Mall,40540,Owned,Active,Building,1951,66,Gold,2010,37.230354,-80.416948,,,,,,,,,,,
151,Mcbryde Hall,MCB,225 Stanger Street,132224,Owned,Active,Building,1971,46,,,37.2305257,-80.4216974,,,,,,,,,,,
201,Old Security Building,SEC,310 Stanger Street,9316,Owned,Active,Building,1890,127,,,37.2307815,-80.4212966,,,,,,,,,,,
175,Liberal Arts Building,LARTS,200 Stanger Street,15900,Owned,Active,Building,1899,118,,,37.2307815,-80.4212966,,,,,,,,,,,
203,Military Building / Laundry,MIL,320 Stanger Street,36333,Owned,Active,Building,1936,81,,,37.2307815,-80.4212966,,,,,,,,,,,
13,Femoyer Hall,FEM,280 Stanger Street,35538,Owned,Active,Building,1949,68,,,37.2307815,-80.4212966,,,,,,,,,,,
7,Major Williams Hall,MAJWM,220 Stanger Street,75287,Owned,Active,Building,1957,60,,,37.2307815,-80.4212966,,,,,,,,,,,
0270C,Building 270c [Randolph Annex],B270C,350 Stanger Street,3360,Owned,Active,Building,1989,28,,,37.2307815,-80.4212966,,,,,,,,,,,
204,North Chiller Plant,AIRCN,344 Stanger Street,9357,Owned,Active,Building,1995,22,,,37.2307815,-80.4212966,,,,,,,,,,,
170,Surge Space Building,SURGE,400 Stanger Street,45000,Owned,Active,Building,2007,10,,,37.2307815,-80.4212966,,,,,,,,,,,
129,Kelly Hall,KELLY,325 Stanger Street,99411,Owned,Active,Building,2008,9,,,37.2307815,-80.4212966,,,,,,,,,,,
202,Power House,POWER,350 Old Turner Street,35371,Owned,Active,Building,1928,89,,,37.2307843,-80.4223132,,,,,,,,,,,
0202A,Number 11 Baghouse,11BAG,350 Old Turner Street,742,Owned,Active,Building,1997,20,,,37.2307843,-80.4223132,,,,,,,,,,,
0202B,Number 7 Baghouse,07BAG,350 Old Turner Street,910,Owned,Active,Building,2007,10,,,37.2307843,-80.4223132,,,,,,,,,,,
249,Visitors And Undergraduate Admissions Center,VUAC,925 Price'S Fork Road,18155,Owned,Active,Building,2011,6,LEED,2012,37.2307907,-80.4340439,,,,,,,,,,,
1,Lane Hall,LANE,280 Alumni Mall,26520,Owned,Active,Building,1888,129,,,37.230876,-80.419742,,,,,,,,,,,
2,Pearson Hall,PHALL,260 Alumni Mall,111191,Owned,Active,Building,2015,2,Silver,2017,37.2308965,-80.4187853,,,,,,,,,,,
4,Rasche Hall,,260 Alumni Mall,62491,,Demolished,Building,1957,60,,,37.2308965,-80.4187853,,,,,,,,,,,
130,Holden Hall,HOLD,445 Old Turner Street,46800,Owned,Active,Building,1940,77,,,37.230956,-80.4220671,,,,,,,,,,,
133,Randolph Hall,RAND,460 Old Turner Street,165918,Owned,Active,Building,1959,58,,,37.2310179,-80.4219752,,,,,,,,,,,
0133C,Hancock Hall,HAN,490 Old Turner Street,63075,Owned,Active,Building,1990,27,,,37.2311406,-80.4218103,,,,,,,,,,,
132,Norris Hall,NOR,495 Old Turner Street,67705,Owned,Active,Building,1962,55,,,37.2311573,-80.4217887,,,,,,,,,,,
200,Lavery Hall,WLH,430 Old Turner Street,77301,Owned,Active,Building,2012,5,Silver,2013,37.2312118,-80.4228278,,,,,,,,,,,
1504,Bus Canopy C,MC1504,Stanger Street,0,Leased,Planning/Permitting,Other,0,2017,,,37.2315791,-80.4221689,,,,,,,,,,,
1505,Bus Canopy D,MC1505,Stanger Street,0,Leased,Planning/Permitting,Other,0,2017,,,37.2315791,-80.4221689,,,,,,,,,,,
1506,Bus Canopy E,MC1506,Stanger Street,0,Leased,Planning/Permitting,Other,0,2017,,,37.2315791,-80.4221689,,,,,,,,,,,
356,Smith House,,Old Turner Street,1542,,Demolished,Building,1930,87,,,37.2316504,-80.421096,,,,,,,,,,,
188,Moss Arts Center,MAC,190 Alumni Mall,147382,Owned,Active,Building,2013,4,Gold,2014,37.231926,-80.418091,,,,,,,,,,,
196,Art And Design Learning Center,ART C,355 Old Turner Street,22532,Owned,Active,Building,1931,86,,,37.232053,-80.4205276,,,,,,,,,,,
0270G,Building 270g [College Of Science Administration Building],,345 Old Turner Street,4900,,Demolished,Building,1996,21,,,37.232053,-80.4205276,,,,,,,,,,,
619,University Gateway Center,UGC,902 Price'S Fork Road,43907,Leased,Active,Building,2007,10,,,37.2321819,-80.4332606,,,,,,,,,,,
8,Monteith Hall,MON,171 Turner Street Nw,35960,Owned,Active,Building,1949,68,,,37.2322725,-80.4193993,,,,,,,,,,,
6,Shanks Hall,SHANK,181 Turner Street Nw,64175,Owned,Active,Building,1957,60,,,37.2324621,-80.4198347,,,,,,,,,,,
12,Thomas Hall,THOM,191 Turner Street Nw,37775,Owned,Active,Building,1949,68,,,37.2324748,-80.4198767,,,,,,,,,,,
0618B,North End Parking Garage,NECG,212 Turner Street Nw,240000,Leased,Active,Building,2012,5,,,37.2325199,-80.4200292,,,,,,,,,,,
205,Oil Storage Pump House,OSP,301 Turner Street Nw,566,Owned,Active,Building,1965,52,,,37.2327053,-80.4207138,,,,,,,,,,,
268,Deemer House,DEEMR,106 Faculty Street,6700,,Terminated,Building,0,2017,,,37.2327417,-80.4156305,,,,,,,,,,,
136,Goodwin Hall,GOODW,635 Price'S Fork Road,154935,Owned,Active,Building,2014,3,Gold,2015,37.2328827,-80.4258716,,,,,,,,,,,
0618A,North End Center,NEC,300 Turner Street Nw,111088,Leased,Active,Building,2012,5,,,37.2329851,-80.4212214,,,,,,,,,,,
283,University City Office Building,UCOB,700 University City Blvd.,32476,,Terminated,Building,1978,39,,,37.2330523,-80.431117,,,,,,,,,,,
0283A,University City Office Building Annex,UCOBA,700 University City Blvd.,7056,,Terminated,Building,0,2017,,,37.2330523,-80.431117,,,,,,,,,,,
2316,North End 400,NE400,400 Turner Street Nw,11264,Leased,Active,Building,2001,16,,,37.2332146,-80.4217398,,,,,,,,,,,
2315,North End 460,NE460,460 Turner Street Nw,34559,Leased,Active,Building,2000,17,,,37.2334598,-80.4226035,,,,,,,,,,,
2505,University Mall Phase Ii,MALL2,735 University City Blvd.,3571,Leased,Active,Building,2007,10,,,37.2335007,-80.4329561,,,,,,,,,,,
2380,Capri Building,CAPRI,702 University City Blvd.,17000,Leased,Active,Building,0,2017,,,37.233576,-80.431376,,,,,,,,,,,
2575,Luther Memorial Lutheran Church,LMLC,600 Price'S Fork Road,755,Leased,Active,Building,0,2017,,,37.2335911,-80.4257819,,,,,,,,,,,
2190,Math Emporium,EMPOR,801 University City Blvd.,71421,Leased,Active,Building,0,2017,,,37.233704,-80.4344384,,,,,,,,,,,
2191,Volume Two Bookstore,OM2191,801 University City Blvd.,0,,Active,Other,0,2017,,,37.233704,-80.4344384,,,,,,,,,,,
2192,Vt Student Call Center,OM2192,801 University City Blvd.,0,Leased,Active,Other,0,2017,,,37.233704,-80.4344384,,,,,,,,,,,
257,Pack Building,PACK,526 Price'S Fork Road,11678,Leased,Active,Building,1987,30,,,37.2338393,-80.4248574,,,,,,,,,,,
2150,Pointe West Commons Three,PWCM3,810 University City Blvd.,3801,Leased,Active,Building,0,2017,,,37.2338585,-80.4316961,,,,,,,,,,,
0257A,Pack Associates,PACKA,522 Price'S Fork Road,200,,Terminated,Building,0,2017,,,37.2344433,-80.4248594,,,,,,,,,,,
2145,Pointe West Commons Two,PWCM2,820 University City Blvd.,4477,Leased,Active,Building,0,2017,,,37.2346126,-80.4319871,,,,,,,,,,,
2060,Pointe West Commons,PWCOM,840 University City Blvd.,12411,Leased,Active,Building,1991,26,,,37.2348277,-80.4321064,,,,,,,,,,,
2430,Alleghany Water Tower,WATERT,905 Clay Street Se,50,Leased,Active,Building,0,2017,,,37.2356,-80.3991999,,,,,,,,,,,
2275,Frankfurter Building,FRNKF,922 University City Blvd.,1350,,Terminated,Building,0,2017,,,37.2365298,-80.4339706,,,,,,,,,,,
602,Brooder And Hatchery,BROOD,2507 Glade Road,8597,Owned,Active,Building,1961,56,,,37.2369,-80.4663999,,,,,,,,,,,
345,Residence,TQKYP,2507 Glade Road,1138,Owned,Active,Building,1962,55,,,37.2369,-80.4663999,,,,,,,,,,,
604,Growing House Number 1,TRKG1,2507 Glade Road,12187,Owned,Active,Building,1963,54,,,37.2369,-80.4663999,,,,,,,,,,,
601,Battery House,TR0601,2507 Glade Road,3566,Owned,Active,Building,1964,53,,,37.2369,-80.4663999,,,,,,,,,,,
606,Breeding And Laying House,BRLY,2507 Glade Road,10087,Owned,Active,Building,1964,53,,,37.2369,-80.4663999,,,,,,,,,,,
608,Containment Pond,TR0608,2507 Glade Road,0,Owned,Active,Structure,1964,53,,,37.2369,-80.4663999,,,,,,,,,,,
605,Growing House Number 2,TRKG2,2507 Glade Road,6968,Owned,Active,Building,1964,53,,,37.2369,-80.4663999,,,,,,,,,,,
603,Turkey Center Service Building,TUR,2507 Glade Road,4046,Owned,Active,Building,1964,53,,,37.2369,-80.4663999,,,,,,,,,,,
607,Environmental Systems Research Lab,ESRL,2507 Glade Road,418,Owned,Active,Building,2001,16,,,37.2369,-80.4663999,,,,,,,,,,,
0607A,Test Cell Building A,TR607A,2507 Glade Road,271,Owned,Active,Building,2001,16,,,37.2369,-80.4663999,,,,,,,,,,,
0607B,Test Cell Building B,TR607B,2507 Glade Road,271,Owned,Active,Building,2001,16,,,37.2369,-80.4663999,,,,,,,,,,,
0607C,Test Cell Building C,TR607C,2507 Glade Road,271,Owned,Active,Building,2001,16,,,37.2369,-80.4663999,,,,,,,,,,,
0607D,Test Cell Building D,TR607D,2507 Glade Road,271,Owned,Active,Building,2001,16,,,37.2369,-80.4663999,,,,,,,,,,,
,,,Roanoke VA 24015,,,,,0,2017,,,37.2508019,-79.9808143,,,,,,,,,,,
,,,Roanoke VA 24013,,,,,0,2017,,,37.267215,-79.9248669,,,,,,,,,,,
2105,Jefferson Center Coop Extension Service,,540 Campbell Avenue Sw,1895,,Terminated,Building,0,2017,,,37.270511,-79.951913,,,,,,,,,,,
,,,Roanoke VA 24011,,,,,0,2017,,,37.2705776,-79.9409555,,,,,,,,,,,
,,,Roanoke VA 24011,,,,,0,2017,,,37.2705776,-79.9409555,,,,,,,,,,,
,,,Roanoke VA 24011,,,,,0,2017,,,37.2705776,-79.9409555,,,,,,,,,,,
,,,Roanoke VA 24016,,,,,0,2017,,,37.2724943,-79.9556424,,,,,,,,,,,
,,,Roanoke VA 24016,,,,,0,2017,,,37.2724943,-79.9556424,,,,,,,,,,,
,,,Roanoke VA 24016,,,,,0,2017,,,37.2724943,-79.9556424,,,,,,,,,,,
,,,Roanoke VA 24016,,,,,0,2017,,,37.2724943,-79.9556424,,,,,,,,,,,
2570,Ironbound Road Mini Storage,OV2570,4010 Ironbound Road,150,Leased,Active,Building,0,2017,,,37.2728106,-76.7489731,,,,,,,,,,,
2630,Parkside Storage,OV2630,2129 Dale Avenue Se,300,Leased,Active,Building,0,2017,,,37.2736991,-79.9118375,,,,,,,,,,,
2050,Hotel Roanoke & Conference Center,HRCC,110 Shenandoah Avenue Ne,937,Leased,Active,Building,0,2017,,,37.2744966,-79.9394801,,,,,,,,,,,
,,,Roanoke VA 24017,,,,,0,2017,,,37.2893078,-79.9975916,,,,,,,,,,,
2480,Eastern State Hospital,,4601 Ironbound Road,142,,Terminated,Building,0,2017,,,37.2901552,-76.735283,,,,,,,,,,,
,,,Newport VA 24128,,,,,0,2017,,,37.2942935,-80.4953334,,,,,,,,,,,
,,,Newport VA 24128,,,,,0,2017,,,37.2942935,-80.4953334,,,,,,,,,,,
,,,Newport VA 24128,,,,,0,2017,,,37.2942935,-80.4953334,,,,,,,,,,,
,,,Newport VA 24128,,,,,0,2017,,,37.2942935,-80.4953334,,,,,,,,,,,
,,,Newport VA 24128,,,,,0,2017,,,37.2942935,-80.4953334,,,,,,,,,,,
,,,Newport VA 24128,,,,,0,2017,,,37.2942935,-80.4953334,,,,,,,,,,,
731,Landmark Properties,,1314 Peters Creek Road,2231,,Terminated,Building,0,2017,,,37.3000359,-80.0082447,,,,,,,,,,,
,,,Pembroke VA 24136,,,,,0,2017,,,37.3195684,-80.6389541,,,,,,,,,,,
2475,Pembroke Mini Storage,,5976 Virginia Avenue,120,,Terminated,Building,0,2017,,,37.3203878,-80.6321897,,,,,,,,,,,
311,Residence [Farm Manager'S House],,Us 460,1577,,Sold,Building,1890,127,,,37.3209435,-80.5930354,,,,,,,,,,,
514,Cannery [Aluminum Shed],,Us 460,899,,Sold,Structure,1945,72,,,37.3209435,-80.5930354,,,,,,,,,,,
310,Residence [Old House],,Us 460,1886,,Sold,Building,1947,70,,,37.3209435,-80.5930354,,,,,,,,,,,
2180,Central District Extension Office,,Rt. 460,1139,,Terminated,Building,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
516,Chicken House,,Us 460,228,,Sold,Structure,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
531,Cinder Block Plant House,,Us 460,1777,,Sold,Structure,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
513,Cinder Block Shed,,Us 460,2300,,Sold,Structure,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
535,Frame Shed,,Us 460,1186,,Sold,Structure,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
254,Grand Piano Warehouse,,Us 460,10000,,Terminated,Building,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
533,Ground Greenhouse,,Us 460,497,,Sold,Structure,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
536,Horticulture Building,,Us 460,8518,,Sold,Building,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
529,Plant House Made Of Snow Fencing,,Us 460,2419,,Sold,Structure,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
253,Playhouse 460,,Us 460,6400,,Terminated,Building,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
512,Quonset Hut,,Us 460,955,,Sold,Structure,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
515,Wind Generator Station,,Us 460,64,,Sold,Structure,0,2017,,,37.3209435,-80.5930354,,,,,,,,,,,
581,Red Barn,,Plantation Road,6000,,Demolished,Building,1920,97,,,37.3451616,-79.9482471,,,,,,,,,,,
0540D,Ag. Engineering Solar Building,,Plantation Road,128,,Demolished,Structure,1956,61,,,37.3451616,-79.9482471,,,,,,,,,,,
0540B,Farrowing House,,Plantation Road,389,,Demolished,Structure,1956,61,,,37.3451616,-79.9482471,,,,,,,,,,,
0540C,Nursery,,Plantation Road,128,,Demolished,Structure,1956,61,,,37.3451616,-79.9482471,,,,,,,,,,,
562,Hay Shed,,Plantation Road,1340,,Demolished,Structure,1957,60,,,37.3451616,-79.9482471,,,,,,,,,,,
327,Residence,,Plantation Road,1227,,Sold,Building,1957,60,,,37.3451616,-79.9482471,,,,,,,,,,,
582,Quonset Hut,,Plantation Road,1000,,Demolished,Structure,1960,57,,,37.3451616,-79.9482471,,,,,,,,,,,
