CAMPUS,BLDGNAME,Address,LEVELS,GROSS_SF,NSF,ASF,CONSTRUCTYR,Construction Cost,AGE,BUILDING TYPE,,,,,,,,,,,,,,
"Health Sciences Campus, Main Campus",Chiller Plant,,1,"13,413",,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Main Campus",Mary Babb Randolph Cancer Center,,5,"66,701",,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Charleston",Medical Education Building,,5,"125,406",,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Charleston",CAMC General Division,,0,"4,468",,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Charleston",CAMC Memorial Hospital,,0,-,,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Charleston",CAMC Staff Office Bldg.,,0,905,,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Charleston",CAMC Thomas Memorial Hospital,,1,"5,520",,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Charleston",CAMC Up the Grove Center,,0,"2,678",,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Charleston",CAMC Womens & Childrens Hospital,,0,-,,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Charleston",CAMC Gen. Dr. Office,,0,954,,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Charleston",CAMC General Family Practice,,0,-,,,1900,,,,,,,,,,,,,,,,,
"Health Sciences Campus, Eastern Campus",Erma Byrd Health Professions Education Center,,2,"36,650",,,2006,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Old Main,,4,"42,319",,,1895,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,College of Business and Economics,,4,"37,826",,,1953,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Learning Center,,1,"6,369",,,1923,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Conley Hall,,4,"30,272",,,1936,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Engineering Laboratory Building,,2,"75,541",,,1941,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Engineering Classrooms Building,,8,"51,996",,,1965,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Health and Physical Education (Neal Baisi Athletic Center),,4,"79,724",,,1966,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Ratliff Hall,,4,"43,984",,,1963,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Tech Center (Student Union),,4,"30,198",,,1962,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Maclin Hall,,4,"49,394",,,1939,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Dean's Residence (Martyn House),,3,"2,000",,,1940,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Refreshment Stand,,1,249,,,1900,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Football Utility,,1,382,,,1900,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Football Ticket Booth,,1,372,,,1900,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Field House and Annex,,4,"4,899",,,1951,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Hi-Rise Dorm,,10,"61,776",,,1966,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Dale Clark Building,,1,186,,,1980,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Davis Hall(Bridgemont CTC),,8,"77,288",,,1970,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Vining Library,,4,"53,591",,,1971,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Lanham Maintenance Building,,2,"15,510",,,1978,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Westmoreland Hall (Bridgemont CTC),,2,"8,709",,,1978,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Old Main Pump house,,1,936,,,2006,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Three Rivers Building,,3,"2,000",,,1940,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,President's House,,4,"3,148",,,1930,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Orndorff Hall,,3,"71,662",,,1988,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,David Long Alumni House,,2,"4,000",,,1927,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Vice President's Residence,,2,"2,381",,,1940,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Marina,,1,"1,586",,,2006,,,,,,,,,,,,,,,,,
WV Tech - Main Campus,Marina Duplex House,,3,"2,500",,,1950,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Administration Building,,4,"28,924",,,1919,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Church McKee Arts Center,,3,"36,155",,,1967,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Farm Shop,,1,"3,531",,,1940,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Gymnasium,,2,"24,265",,,1928,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Health Center,,2,"2,136",,,1930,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Science Hall,,4,"40,931",,,1951,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Mary F. Shipper Library,,3,"16,951",,,1961,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Student Union,,2,"10,829",,,1947,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Davis Hall,,3,"34,207",,,1914,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Friend Hall,,3,"21,822",,,1963,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Memorial Hall,,4,"24,265",,,1956,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Reynolds Hall,,3,"15,066",,,1925,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Field House,,1,"4,800",,,1958,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Maintenance Shop,,2,"8,568",,,1963,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Enrollment Services Bldg,,3,"6,445",,,1936,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Faculty Duplex(2),,3,"4,652",,,1936,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,J. Edward Kelly Center,,1,"17,000",,,1960,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Academy Hall,,4,"26,334",,,1968,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,President House,,3,"4,533",,,1925,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Agriculture/Tech Building,,1,"11,660",,,1900,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,PSC Chemical Storage #1,,1,82,,,1981,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,PSC Chemical Storage #2,,1,162,,,1900,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,PSC Pump House #1,,1,-,,,1900,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,President's Garage,,1,529,,,1925,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,PSC RFL House,,3,"3,000",,,1960,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,University Place,,4,"89,177",,,2006,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Indoor Riding Arena,,1,"27,500",,,2006,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Potomac State Hospital Annex,,3,"5,172",,,1975,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Catamount Place,,5,"39,313",,,1935,,,,,,,,,,,,,,,,,
Potomac State College - Main Campus,Baseball Clubhouse,,1,"2,267",,,2014,,,Building,,,,,,,,,,,,,,
Potomac State College - Upper Farm,Farm House,,2,"2,228",,,1945,,,,,,,,,,,,,,,,,
Potomac State College - Upper Farm,Farm Office,,1,240,,,1950,,,,,,,,,,,,,,,,,
Potomac State College - Upper Farm,Barn #1,,2,"6,481",,,1940,,,,,,,,,,,,,,,,,
Potomac State College - Upper Farm,Barn C,,2,"3,600",,,1940,,,,,,,,,,,,,,,,,
Potomac State College - Upper Farm,Bottle and Pasteurizing,,1,845,,,1950,,,,,,,,,,,,,,,,,
Potomac State College - Upper Farm,Barn #2,,2,"4,380",,,1940,,,,,,,,,,,,,,,,,
Potomac State College - Upper Farm,Machinery Shed,,1,"3,360",,,1967,,,Structure,,,,,,,,,,,,,,
Potomac State College - Upper Farm,Dry Cow Barn,,1,"2,790",,,1970,,,Structure,,,,,,,,,,,,,,
Potomac State College - Upper Farm,Farm Storage,,1,480,,,1940,,,Structure,,,,,,,,,,,,,,
Potomac State College - Deremer Farm,Deremer Farm House,,3,"2,849",,,1900,,,,,,,,,,,,,,,,,
Potomac State College - Deremer Farm,Deremer Hay Barn,,1,"1,984",,,1902,,,,,,,,,,,,,,,,,
Potomac State College - Deremer Farm,Deremer Workshop,,1,"3,600",,,1963,,,,,,,,,,,,,,,,,
Potomac State College - Deremer Farm,Deremer Milk Barn,,1,"3,052",,,1940,,,,,,,,,,,,,,,,,
Potomac State College - Deremer Farm,Deremer Silo 1,,1,113,,,1940,,,,,,,,,,,,,,,,,
Potomac State College - Deremer Farm,Deremer Silo 2,,1,133,,,1950,,,,,,,,,,,,,,,,,
Potomac State College - Deremer Farm,Deremer Pump House,,1,192,,,1940,,,,,,,,,,,,,,,,,
Potomac State College - Deremer Farm,Deremer Grain Barn,,1,540,,,1902,,,,,,,,,,,,,,,,,
Potomac State College - Deremer Farm,Deremer Pole Shed,,1,"1,485",,,1965,,,,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Shop #1,,1,"1,200",,,,,,Building,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Feed Shelter,,1,"16,000",,,,,,Structure,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Manure Shelter,,1,"6,731",,,,,,Structure,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Outdoor Shelter,,1,816,,,,,,Structure,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Shed,,1,432,,,,,,Structure,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Loafing Shelter,,1,787,,,,,,Structure,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Old Grainary,,1,707,,,1900,,,Structure,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Machine/Silo Barn,,1,"5,757",,,,,,Building,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Utility Barn,,1,"12,073",,,,,,Structure,,,,,,,,,,,,,,
Potomac State College - Smith Farm,Utility Shelter,,1,"1,568",,,,,,Structure,,,,,,,,,,,,,,
Downtown Campus,White Hall Substation,,1,"1,320",,,2010,,,,,,,,,,,,,,,,,
Evansdale Campus,Band Tower,,6,600,,,2010,,,,,,,,,,,,,,,,,
Evansdale Campus,Agricultural Sciences HAZ-STOR #6,,1,35,,,2011,,,,,,,,,,,,,,,,,
UES Southern District,Kanawha Exten Off,,,,,,1900,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
